,satisfaction_level,number_project,average_montly_hours,time_spend_company,Work_accident,left,salary
6881,0.83,5,248,3,0,0,1
6882,0.76,4,259,2,0,0,1
6883,0.8,3,271,4,0,0,1
6884,0.95,2,103,3,0,0,1
6885,0.88,4,159,4,1,0,1
6886,0.92,4,184,3,0,0,1
6887,0.16,4,201,6,0,0,2
6888,0.7,3,157,4,0,0,2
6889,0.71,3,287,5,0,0,2
6890,0.52,2,242,3,0,0,2
6891,0.49,5,246,3,1,0,2
6892,0.5,3,219,3,0,0,2
6893,0.86,3,212,3,0,0,2
6894,0.49,5,262,2,1,0,2
6895,0.69,4,128,3,1,0,2
6896,0.96,3,231,6,0,0,2
6897,0.87,3,260,2,0,0,2
6898,0.36,3,160,3,0,0,2
6899,0.86,3,166,3,1,0,2
6900,0.79,4,222,2,0,0,2
6901,1.0,4,171,4,0,0,2
6902,0.88,3,220,4,0,0,2
6903,0.49,4,176,3,1,0,2
6904,0.52,3,160,2,0,0,2
6905,0.76,3,162,3,0,0,2
6906,0.69,3,167,2,0,0,2
6907,0.69,5,217,2,0,0,2
6908,0.75,3,159,3,0,0,2
6909,0.47,4,191,3,0,0,2
6910,0.88,3,125,3,0,0,2
6911,0.49,5,210,4,1,0,2
6912,0.92,4,241,3,0,0,0
6913,0.24,4,145,3,1,0,0
6914,0.69,5,237,3,0,0,0
6915,0.81,4,213,4,0,0,0
6916,0.61,4,257,2,0,0,0
6917,0.75,6,114,4,0,0,0
6918,0.69,4,214,2,0,0,0
6919,0.53,3,191,3,0,0,0
6920,0.93,4,223,3,1,0,0
6921,0.15,5,249,5,0,0,0
6922,0.48,5,286,3,0,0,0
6923,0.67,4,251,3,0,0,0
6924,0.36,3,162,5,0,0,1
6925,0.35,3,138,4,0,0,1
6926,0.65,4,235,3,0,0,1
6927,0.8,4,125,3,0,0,1
6928,0.97,5,210,6,1,0,1
6929,0.67,4,136,3,0,0,1
6930,0.58,3,223,3,0,0,1
6931,0.61,3,188,5,0,0,1
6932,0.97,4,214,2,1,0,1
6933,0.87,4,160,3,0,0,1
6934,0.8,4,200,2,0,0,1
6935,0.91,3,223,3,0,0,1
6936,0.63,3,272,2,0,0,1
6937,0.79,4,170,2,0,0,1
6938,0.89,2,235,3,1,0,1
6939,1.0,3,274,3,0,0,2
6940,0.6,5,203,2,0,0,2
6941,0.7,4,236,2,0,0,2
6942,0.79,4,203,3,0,0,2
6943,0.88,4,249,3,1,0,2
6944,0.87,4,133,2,0,0,2
6945,0.52,3,203,2,0,0,2
6946,0.59,3,168,3,0,0,2
6947,0.64,4,172,4,0,0,2
6948,0.81,3,177,2,0,0,2
6949,0.87,3,149,2,0,0,2
6950,0.74,3,231,2,0,0,2
6951,0.73,3,226,3,1,0,0
6952,0.97,4,187,4,1,0,0
6953,0.54,3,145,2,0,0,0
6954,0.59,4,138,2,0,0,0
6955,0.99,3,153,4,0,0,0
6956,0.79,4,168,3,0,0,0
6957,0.96,3,111,2,0,0,0
6958,0.54,3,154,2,0,0,0
6959,0.79,4,171,3,0,0,1
6960,0.64,3,253,2,0,0,1
6961,0.65,4,160,3,0,0,1
6962,0.87,3,196,4,0,0,1
6963,0.7,4,178,3,0,0,1
6964,0.89,3,268,3,0,0,1
6965,0.61,6,146,3,0,0,1
6966,0.9,4,185,2,0,0,1
6967,0.49,4,247,3,1,0,2
6968,0.85,4,210,2,0,0,2
6969,0.54,3,234,3,0,0,2
6970,0.64,4,271,2,0,0,2
6971,0.81,5,102,5,0,0,2
6972,0.49,3,163,3,0,0,2
6973,0.58,3,144,4,1,0,2
6974,0.62,3,172,3,0,0,2
6975,0.8,3,203,3,1,0,2
6976,0.64,3,192,3,1,0,2
6977,0.81,5,159,2,0,0,2
6978,0.8,3,159,2,0,0,2
6979,0.92,4,206,2,0,0,2
6980,0.66,4,225,2,1,0,2
6981,0.79,3,252,2,0,0,2
6982,0.74,6,113,3,0,0,2
6983,0.79,3,238,2,0,0,2
6984,0.87,3,217,3,0,0,2
6985,0.49,4,145,2,0,0,2
6986,0.3,5,128,4,1,0,2
6987,0.85,4,177,3,0,0,2
6988,0.61,4,256,4,0,0,2
6989,0.68,3,182,3,1,0,2
6990,0.67,4,226,2,0,0,0
6991,0.63,5,168,3,0,0,1
6992,0.63,4,145,3,0,0,2
6993,0.5,4,172,4,0,0,2
6994,0.7,4,233,2,0,0,2
6995,0.18,5,202,4,0,0,2
6996,0.77,5,255,2,0,0,2
6997,0.78,3,257,3,0,0,2
6998,0.54,3,185,3,0,0,2
6999,0.9,3,231,4,0,0,2
7000,0.56,3,207,2,0,0,2
7001,0.63,3,215,3,0,0,2
7002,0.68,5,243,3,1,0,1
7003,0.96,3,198,3,0,0,1
7004,0.85,6,232,6,0,0,1
7005,0.82,4,150,3,0,0,1
7006,0.44,2,188,3,0,0,1
7007,0.86,4,155,3,0,0,1
7008,0.56,3,109,3,0,0,1
7009,0.69,3,170,3,0,0,0
7010,0.91,5,214,2,0,0,1
7011,0.99,3,244,3,0,0,0
7012,0.76,5,137,4,0,0,0
7013,0.63,5,250,2,0,0,1
7014,0.21,4,247,3,1,0,1
7015,0.63,2,222,4,0,0,0
7016,0.58,2,100,2,0,0,1
7017,0.52,4,212,3,0,0,2
7018,0.89,3,184,5,0,0,0
7019,0.81,4,177,3,0,0,2
7020,0.62,3,138,3,0,0,2
7021,0.83,4,167,3,1,0,2
7022,0.85,3,201,3,0,0,2
7023,0.52,5,162,3,0,0,0
7024,0.57,5,126,5,0,0,2
7025,0.93,4,145,3,0,0,2
7026,0.78,3,211,3,0,0,2
7027,0.65,3,167,2,0,0,0
7028,0.42,5,256,6,0,0,2
7029,0.22,6,237,5,0,0,0
7030,0.71,5,135,4,1,0,1
7031,0.44,5,209,4,0,0,2
7032,0.6,4,190,3,0,0,2
7033,0.68,3,134,4,0,0,2
7034,0.53,2,148,2,1,0,2
7035,0.8,4,202,3,0,0,1
7036,0.97,4,176,2,0,0,1
7037,0.47,2,221,6,0,0,1
7038,0.96,3,156,3,0,0,1
7039,0.81,6,98,3,0,0,1
7040,0.86,4,134,4,0,0,1
7041,0.59,4,203,4,1,0,1
7042,0.53,3,189,3,0,0,1
7043,0.57,3,258,2,0,0,1
7044,0.7,4,237,3,0,0,1
7045,0.58,4,224,3,0,0,0
7046,0.43,5,125,3,1,0,1
7047,0.92,4,207,4,0,0,1
7048,0.24,5,194,3,0,0,1
7049,0.67,3,273,3,0,0,1
7050,0.68,3,209,3,0,0,0
7051,0.54,3,181,3,0,0,1
7052,0.73,3,172,4,1,0,1
7053,0.59,4,139,3,0,0,1
7054,0.22,6,260,4,0,0,0
7055,0.49,3,168,4,1,0,1
7056,0.91,6,242,3,1,0,2
7057,0.18,4,206,3,0,0,0
7058,0.71,5,107,4,0,0,2
7059,0.56,5,216,2,0,0,0
7060,0.84,4,152,3,0,0,2
7061,0.59,5,122,5,0,0,2
7062,0.88,4,138,3,0,0,2
7063,0.8,3,182,2,0,0,2
7064,0.53,3,205,2,0,0,2
7065,0.53,3,267,4,0,0,2
7066,0.3,3,150,2,0,0,2
7067,0.91,4,134,2,0,0,2
7068,0.32,5,116,5,1,0,0
7069,0.73,3,181,3,0,0,1
7070,0.87,3,268,3,0,0,2
7071,0.57,3,129,3,0,0,2
7072,0.62,3,151,4,0,0,2
7073,0.55,3,243,4,0,0,2
7074,0.93,5,143,2,0,0,2
7075,0.3,6,156,2,1,0,2
7076,0.57,3,210,2,0,0,2
7077,0.9,4,279,6,0,0,2
7078,0.83,4,270,3,1,0,2
7079,0.38,5,160,3,0,0,0
7080,0.97,4,173,2,0,0,1
7081,0.7,4,261,3,0,0,1
7082,0.26,4,178,6,0,0,1
7083,0.58,3,122,3,0,0,0
7084,0.69,5,227,4,0,0,1
7085,0.88,2,168,3,0,0,1
7086,0.57,4,252,4,0,0,1
7087,0.94,5,170,4,0,0,0
7088,0.94,3,135,3,0,0,1
7089,0.46,5,286,5,0,0,1
7090,0.49,2,213,3,1,0,1
7091,0.96,5,148,3,0,0,1
7092,0.29,5,117,4,0,0,1
7093,0.94,3,164,2,0,0,1
7094,0.56,3,262,2,1,0,1
7095,0.18,5,250,5,1,0,2
7096,0.84,4,222,3,0,0,2
7097,0.58,3,192,4,0,0,2
7098,0.21,5,151,6,0,0,2
7099,0.59,4,216,2,0,0,2
7100,0.66,3,234,2,0,0,2
7101,0.58,4,268,3,0,0,2
7102,0.66,4,194,5,0,0,2
7103,0.56,3,200,2,0,0,2
7104,0.92,3,194,3,0,0,2
7105,0.56,3,176,3,0,0,2
7106,0.57,4,158,3,0,0,2
7107,0.99,3,271,4,0,0,0
7108,0.76,4,187,4,0,0,1
7109,0.78,4,202,2,0,0,2
7110,0.99,5,202,2,0,0,2
7111,0.71,6,204,3,1,0,2
7112,0.51,4,204,3,1,0,2
7113,0.88,3,244,3,0,0,1
7114,0.96,3,234,3,0,0,1
7115,0.9,4,217,3,0,0,1
7116,0.77,4,142,4,0,0,1
7117,0.95,4,186,3,1,0,1
7118,0.85,3,267,2,1,0,1
7119,0.46,2,108,3,0,0,1
7120,0.57,3,274,4,0,0,1
7121,0.93,3,148,4,0,0,1
7122,0.78,5,168,3,0,0,1
7123,0.68,4,185,2,1,0,1
7124,0.83,3,257,2,0,0,1
7125,0.56,5,256,4,1,0,1
7126,0.93,2,188,2,0,0,1
7127,0.13,6,173,4,0,0,1
7128,0.71,5,208,2,1,0,1
7129,0.98,4,202,3,0,0,1
7130,0.83,3,134,3,0,0,1
7131,0.78,3,154,2,0,0,1
7132,0.35,3,103,3,0,0,1
7133,0.67,4,256,6,0,0,1
7134,0.86,4,274,3,0,0,2
7135,0.33,2,163,3,0,0,2
7136,0.3,6,232,3,0,0,2
7137,0.75,4,268,3,0,0,2
7138,0.8,3,209,3,0,0,2
7139,0.98,5,238,3,0,0,2
7140,0.72,3,155,2,0,0,2
7141,0.82,5,270,3,0,0,2
7142,0.91,3,134,2,1,0,2
7143,0.84,3,221,3,1,0,2
7144,0.95,4,258,3,0,0,2
7145,0.53,6,272,5,0,0,2
7146,0.5,4,184,3,0,0,0
7147,0.36,6,276,2,0,0,1
7148,0.33,4,186,3,0,0,2
7149,0.38,3,189,5,0,0,2
7150,0.7,3,224,3,0,0,2
7151,0.44,6,237,6,0,0,2
7152,0.32,3,144,2,0,0,1
7153,0.63,6,171,3,1,0,1
7154,0.56,3,232,2,0,0,1
7155,0.56,4,193,2,1,0,1
7156,0.81,3,166,2,0,0,1
7157,0.89,3,167,2,0,0,1
7158,0.63,2,101,3,0,0,1
7159,0.64,5,266,3,0,0,1
7160,0.46,3,135,2,0,0,1
7161,0.76,4,137,3,0,0,1
7162,0.99,3,191,3,0,0,1
7163,0.85,4,262,2,0,0,1
7164,0.78,3,174,3,0,0,1
7165,0.91,4,241,2,0,0,1
7166,0.16,5,144,4,1,0,1
7167,0.71,3,218,3,0,0,1
7168,0.92,5,210,2,0,0,1
7169,0.21,6,208,5,1,0,1
7170,0.74,3,232,3,0,0,1
7171,0.76,3,140,2,0,0,1
7172,0.62,3,189,4,0,0,1
7173,1.0,5,264,3,0,0,2
7174,0.67,5,157,2,0,0,2
7175,0.81,4,161,2,0,0,2
7176,0.84,4,149,3,0,0,2
7177,0.84,3,144,4,0,0,2
7178,0.97,4,242,2,0,0,2
7179,0.7,6,214,5,0,0,2
7180,0.52,4,174,3,0,0,2
7181,0.46,5,169,3,0,0,2
7182,1.0,4,268,2,0,0,2
7183,0.91,3,257,3,0,0,2
7184,0.16,4,187,5,0,0,2
7185,0.58,5,270,2,0,0,0
7186,0.75,5,173,4,0,0,1
7187,0.96,6,193,4,0,0,2
7188,0.92,4,212,2,0,0,2
7189,0.35,3,156,3,0,0,2
7190,0.56,3,244,3,0,0,2
7191,0.27,3,255,4,0,0,1
7192,0.66,5,152,3,1,0,1
7193,0.66,4,163,3,1,0,1
7194,0.98,3,150,2,0,0,1
7195,0.51,4,169,2,0,0,1
7196,0.51,3,133,3,0,0,1
7197,0.53,4,202,3,1,0,1
7198,0.69,4,169,2,0,0,1
7199,0.66,4,270,2,1,0,1
7200,0.89,3,251,2,1,0,1
7201,0.74,3,267,5,0,0,1
7202,0.82,4,224,3,0,0,1
7203,0.66,3,250,2,0,0,1
7204,0.59,3,258,2,0,0,1
7205,0.13,2,209,5,0,0,1
7206,0.68,4,215,3,0,0,1
7207,0.5,3,183,3,0,0,1
7208,0.6,3,143,3,0,0,1
7209,0.87,3,174,3,0,0,1
7210,0.51,6,170,4,0,0,1
7211,0.78,3,202,2,0,0,1
7212,0.66,4,160,2,0,0,2
7213,0.72,5,211,2,0,0,2
7214,0.57,3,236,3,1,0,2
7215,0.5,4,236,3,0,0,2
7216,0.72,4,252,2,1,0,2
7217,0.41,3,155,2,1,0,2
7218,0.55,5,138,2,0,0,2
7219,0.49,4,195,3,1,0,2
7220,0.8,3,150,3,0,0,2
7221,0.78,3,172,3,0,0,2
7222,0.69,3,240,2,0,0,2
7223,0.83,3,229,6,0,0,2
7224,0.89,3,169,3,0,0,0
7225,0.94,3,246,3,0,0,1
7226,0.51,4,260,2,1,0,2
7227,0.89,4,101,6,0,0,2
7228,0.99,3,190,3,0,0,2
7229,0.79,3,154,4,0,0,2
7230,0.98,4,196,4,0,0,1
7231,0.98,3,209,3,0,0,1
7232,0.97,4,223,3,0,0,1
7233,0.71,4,221,3,0,0,1
7234,0.49,4,141,3,0,0,1
7235,0.72,3,135,3,0,0,1
7236,0.58,2,191,3,1,0,1
7237,0.65,4,195,3,0,0,1
7238,0.18,5,217,4,0,0,1
7239,0.83,4,184,3,0,0,1
7240,0.2,5,188,3,0,0,1
7241,0.96,6,240,6,0,0,1
7242,0.59,4,226,3,0,0,1
7243,0.97,3,196,3,0,0,1
7244,0.14,6,251,4,0,0,1
7245,0.75,4,150,2,0,0,1
7246,0.71,3,249,3,0,0,1
7247,0.84,4,251,3,0,0,1
7248,0.57,5,252,3,0,0,2
7249,0.46,5,261,5,0,0,2
7250,0.77,4,225,2,0,0,2
7251,0.44,2,151,3,0,0,2
7252,0.68,4,147,2,0,0,2
7253,0.94,4,159,3,0,0,2
7254,0.73,4,241,2,1,0,2
7255,0.51,5,176,5,0,0,2
7256,0.93,4,218,4,0,0,2
7257,0.74,4,219,3,0,0,2
7258,0.82,3,227,3,0,0,2
7259,0.86,4,182,2,0,0,2
7260,0.99,4,196,2,1,0,0
7261,0.58,4,257,3,0,0,1
7262,0.96,5,182,5,0,0,2
7263,0.72,4,192,3,0,0,2
7264,0.23,4,142,4,0,0,2
7265,0.99,4,172,2,0,0,2
7266,0.95,4,188,3,0,0,1
7267,0.75,5,281,3,1,0,1
7268,0.95,4,255,2,0,0,1
7269,0.97,3,223,3,0,0,1
7270,0.98,2,219,4,0,0,1
7271,0.79,3,195,2,0,0,1
7272,0.54,2,156,3,0,0,1
7273,0.51,5,259,4,0,0,1
7274,0.83,4,266,3,1,0,1
7275,0.6,3,147,2,0,0,1
7276,0.58,4,207,3,0,0,1
7277,0.55,3,185,2,0,0,1
7278,0.5,5,195,2,0,0,1
7279,0.46,6,148,4,0,0,1
7280,0.61,3,157,2,0,0,1
7281,0.91,4,146,3,0,0,1
7282,0.5,3,262,4,0,0,1
7283,0.75,3,169,3,0,0,1
7284,0.74,3,192,3,1,0,1
7285,0.62,4,147,2,0,0,1
7286,0.87,5,254,2,1,0,1
7287,0.13,3,244,4,0,0,2
7288,0.71,2,100,6,0,0,2
7289,0.7,3,173,2,0,0,2
7290,0.32,2,197,2,1,0,2
7291,0.84,3,256,4,0,0,2
7292,0.79,4,253,2,0,0,2
7293,0.97,4,152,2,0,0,2
7294,0.76,5,136,3,0,0,2
7295,0.97,3,141,3,0,0,2
7296,0.53,5,212,3,1,0,2
7297,0.61,4,144,3,0,0,2
7298,0.94,2,118,4,0,0,2
7299,0.52,5,265,3,1,0,0
7300,0.91,3,143,3,0,0,1
7301,0.52,3,230,2,0,0,2
7302,0.59,5,243,2,0,0,2
7303,0.61,3,152,4,1,0,2
7304,0.78,3,252,3,0,0,2
7305,0.44,3,113,2,0,0,1
7306,0.8,4,259,2,0,0,1
7307,0.54,4,139,5,0,0,1
7308,0.96,4,228,3,1,0,1
7309,0.98,4,214,3,0,0,1
7310,0.83,4,210,4,0,0,1
7311,0.64,4,146,3,0,0,1
7312,0.51,3,155,2,0,0,1
7313,0.31,2,169,5,0,0,1
7314,0.53,3,258,3,0,0,1
7315,0.81,3,258,2,0,0,1
7316,0.17,3,168,4,0,0,1
7317,0.72,3,211,2,0,0,1
7318,0.49,2,245,3,0,0,1
7319,0.81,3,204,2,0,0,1
7320,0.75,2,161,3,0,0,1
7321,0.74,3,267,3,0,0,1
7322,0.82,3,183,3,0,0,1
7323,0.36,2,105,3,0,0,1
7324,0.89,3,260,2,0,0,1
7325,0.78,3,183,4,0,0,1
7326,0.81,4,262,3,0,0,2
7327,0.61,4,244,4,0,0,2
7328,0.23,4,242,6,0,0,2
7329,0.73,4,146,3,0,0,2
7330,0.4,4,252,6,0,0,2
7331,0.99,5,229,2,0,0,2
7332,0.62,4,170,3,0,0,2
7333,0.61,3,250,4,0,0,2
7334,0.9,2,243,3,0,0,2
7335,0.93,4,135,3,1,0,2
7336,0.52,4,266,3,0,0,2
7337,0.77,4,223,3,0,0,2
7338,0.59,4,234,3,0,0,0
7339,0.51,4,187,3,0,0,1
7340,0.67,3,229,3,0,0,2
7341,0.95,3,155,2,1,0,2
7342,0.75,3,246,3,0,0,2
7343,0.54,3,152,3,0,0,2
7344,0.45,2,172,2,0,0,1
7345,0.66,4,255,5,0,0,1
7346,0.36,3,98,2,0,0,1
7347,0.3,6,141,6,0,0,1
7348,0.61,4,146,4,1,0,1
7349,0.71,4,213,3,0,0,1
7350,0.6,4,160,3,0,0,1
7351,0.19,3,272,4,0,0,1
7352,0.91,4,125,4,0,0,2
7353,0.98,3,152,2,0,0,2
7354,0.9,3,162,2,0,0,2
7355,0.73,3,251,6,0,0,2
7356,0.52,3,225,3,0,0,2
7357,0.77,3,236,3,1,0,2
7358,0.98,3,203,2,0,0,2
7359,0.79,4,252,3,1,0,2
7360,0.73,3,135,2,0,0,2
7361,0.97,3,257,2,0,0,2
7362,0.38,5,145,5,0,0,2
7363,0.59,5,267,3,0,0,2
7364,0.73,4,208,5,0,0,2
7365,0.84,4,206,3,0,0,2
7366,0.61,4,247,2,0,0,2
7367,0.79,2,228,2,0,0,2
7368,0.73,4,248,2,1,0,2
7369,0.22,4,209,5,0,0,2
7370,0.84,5,171,3,0,0,2
7371,0.21,6,221,5,0,0,2
7372,0.44,2,173,2,0,0,2
7373,0.2,5,218,5,0,0,2
7374,0.51,4,223,3,1,0,2
7375,0.55,3,169,2,0,0,2
7376,0.24,6,109,2,0,0,2
7377,0.65,4,273,2,0,0,0
7378,0.44,3,178,3,0,0,0
7379,0.98,4,189,4,0,0,0
7380,0.69,5,203,2,1,0,0
7381,0.71,3,177,4,0,0,0
7382,0.54,5,253,2,1,0,0
7383,0.77,3,273,3,0,0,0
7384,0.53,2,139,3,0,0,0
7385,0.64,3,185,2,1,0,0
7386,0.69,5,182,4,0,0,0
7387,0.93,5,270,2,0,0,0
7388,0.58,3,139,4,0,0,0
7389,0.33,5,261,6,1,0,1
7390,0.95,3,238,3,0,0,1
7391,0.65,3,241,3,0,0,1
7392,0.9,3,223,2,0,0,1
7393,0.59,3,258,3,1,0,1
7394,0.88,4,205,4,0,0,1
7395,0.63,4,243,4,0,0,1
7396,0.53,4,198,2,0,0,1
7397,0.63,4,178,3,0,0,1
7398,0.96,4,158,3,0,0,1
7399,0.7,3,194,2,0,0,1
7400,0.73,4,253,2,1,0,1
7401,0.94,4,228,2,0,0,1
7402,0.82,5,227,3,0,0,1
7403,0.44,3,162,2,0,0,1
7404,0.58,5,257,3,0,0,2
7405,0.55,2,140,2,0,0,2
7406,0.92,3,164,2,0,0,2
7407,0.91,4,177,4,0,0,2
7408,0.69,4,260,4,0,0,2
7409,0.23,4,233,2,0,0,2
7410,0.21,4,227,5,0,0,2
7411,0.51,4,140,3,0,0,2
7412,0.73,3,254,4,1,0,2
7413,0.65,3,245,3,0,0,2
7414,0.64,2,157,2,0,0,2
7415,0.77,3,265,3,0,0,2
7416,0.71,4,261,3,0,0,0
7417,0.2,6,212,6,0,0,0
7418,0.99,4,216,3,0,0,0
7419,0.77,4,238,3,0,0,0
7420,0.8,2,204,3,0,0,0
7421,0.97,4,216,2,0,0,0
7422,0.89,4,208,3,0,0,0
7423,0.97,4,218,2,0,0,0
7424,0.23,5,176,4,1,0,1
7425,0.6,4,144,2,0,0,1
7426,0.52,5,241,3,0,0,1
7427,0.86,3,271,2,0,0,1
7428,0.86,4,184,3,0,0,1
7429,0.76,3,262,2,0,0,1
7430,0.79,6,233,6,0,0,1
7431,0.35,3,155,3,0,0,1
7432,1.0,5,141,2,0,0,2
7433,0.2,6,251,5,0,0,2
7434,0.57,5,141,3,0,0,2
7435,0.23,4,274,5,1,0,2
7436,0.82,3,160,2,0,0,2
7437,0.98,3,166,2,0,0,2
7438,0.52,4,219,3,0,0,2
7439,0.96,4,158,6,0,0,2
7440,0.69,4,190,4,0,0,2
7441,0.92,5,191,2,0,0,2
7442,0.91,4,117,5,1,0,2
7443,0.85,4,240,6,0,0,2
7444,0.91,4,239,2,0,0,2
7445,0.79,4,145,3,0,0,2
7446,0.74,3,157,4,0,0,2
7447,0.73,3,166,3,0,0,2
7448,0.55,4,137,2,0,0,2
7449,0.79,5,208,4,1,0,2
7450,0.53,4,174,2,0,0,2
7451,0.7,3,267,3,0,0,2
7452,0.74,3,125,6,0,0,2
7453,0.95,4,220,3,0,0,2
7454,0.49,4,141,3,0,0,2
7455,0.79,5,146,3,1,0,0
7456,0.99,3,166,2,0,0,1
7457,0.56,4,197,2,0,0,2
7458,0.7,4,240,2,0,0,2
7459,0.93,4,258,3,0,0,2
7460,0.46,6,229,3,0,0,2
7461,0.24,5,252,4,0,0,2
7462,0.32,3,138,3,1,0,2
7463,0.5,4,208,3,1,0,2
7464,0.58,3,113,3,1,0,2
7465,0.83,4,209,4,0,0,2
7466,0.57,2,248,4,0,0,2
7467,0.51,5,161,3,0,0,1
7468,0.65,2,246,2,1,0,1
7469,0.52,3,283,3,0,0,1
7470,0.77,3,145,2,0,0,1
7471,0.42,3,270,3,0,0,1
7472,0.68,4,273,4,0,0,1
7473,0.83,4,187,6,1,0,1
7474,0.66,3,166,3,0,0,0
7475,0.75,3,158,2,1,0,1
7476,0.65,4,229,3,0,0,0
7477,0.49,3,191,3,1,0,0
7478,0.77,3,232,2,1,0,1
7479,0.65,3,198,3,0,0,1
7480,0.65,5,238,4,0,0,0
7481,0.44,2,157,2,0,0,1
7482,0.61,4,134,2,0,0,2
7483,0.98,3,150,3,0,0,0
7484,0.68,5,256,2,0,0,2
7485,0.58,3,208,3,0,0,2
7486,0.81,3,136,3,0,0,2
7487,0.76,4,136,3,0,0,2
7488,0.14,4,180,4,0,0,0
7489,0.49,3,227,3,0,0,2
7490,0.97,5,156,3,0,0,2
7491,0.91,4,133,4,1,0,2
7492,0.15,2,96,2,0,0,0
7493,0.82,3,171,3,0,0,2
7494,0.67,3,177,4,0,0,0
7495,0.5,4,274,3,0,0,1
7496,0.57,2,145,3,0,0,2
7497,0.99,5,221,2,0,0,2
7498,0.97,3,202,2,0,0,2
7499,0.93,5,238,2,0,0,2
7500,0.62,4,170,2,0,0,1
7501,0.62,4,208,2,1,0,1
7502,0.96,4,199,3,0,0,1
7503,0.98,4,253,3,0,0,1
7504,0.52,4,239,3,0,0,1
7505,0.56,5,279,4,0,0,1
7506,0.14,6,114,3,0,0,1
7507,0.29,6,105,5,0,0,1
7508,0.76,4,193,3,1,0,1
7509,0.39,3,152,3,1,0,1
7510,0.96,4,228,2,0,0,0
7511,0.84,3,242,4,0,0,1
7512,0.81,4,197,3,0,0,1
7513,0.51,5,222,4,0,0,1
7514,0.87,3,222,3,0,0,1
7515,0.94,5,233,4,0,0,0
7516,0.69,4,264,3,0,0,1
7517,0.44,3,132,3,1,0,1
7518,0.85,5,182,3,0,0,1
7519,0.18,6,264,3,0,0,0
7520,0.91,6,253,2,0,0,1
7521,0.81,3,193,3,0,0,2
7522,0.82,5,143,2,1,0,0
7523,0.48,3,180,2,0,0,2
7524,0.92,3,220,3,1,0,0
7525,0.94,5,150,4,0,0,2
7526,1.0,3,182,3,0,0,2
7527,0.96,3,257,3,0,0,2
7528,0.24,3,269,4,1,0,2
7529,0.62,5,243,3,0,0,2
7530,0.55,4,257,3,0,0,2
7531,0.82,5,233,2,0,0,2
7532,0.62,4,267,4,0,0,2
7533,0.61,4,160,2,1,0,0
7534,0.72,3,143,4,1,0,1
7535,0.45,4,143,2,1,0,2
7536,0.51,3,162,4,0,0,2
7537,0.42,3,181,5,0,0,2
7538,0.69,3,286,3,0,0,2
7539,0.61,2,111,3,0,0,2
7540,0.5,5,177,4,0,0,2
7541,0.25,4,279,5,1,0,2
7542,0.88,4,135,3,0,0,2
7543,0.81,3,160,2,0,0,2
7544,0.75,3,178,4,0,0,0
7545,0.77,3,147,3,0,0,1
7546,0.55,3,204,2,0,0,1
7547,0.7,5,151,2,0,0,1
7548,0.96,3,209,2,0,0,0
7549,0.18,6,225,4,0,0,1
7550,0.22,6,142,3,0,0,1
7551,0.95,3,158,2,0,0,1
7552,0.37,2,139,4,0,0,0
7553,0.84,3,263,2,0,0,1
7554,0.8,3,160,3,0,0,1
7555,0.57,2,173,2,0,0,1
7556,0.98,3,169,2,0,0,1
7557,0.95,3,161,3,0,0,1
7558,0.8,4,172,3,1,0,1
7559,0.52,3,257,3,0,0,1
7560,0.31,2,139,3,0,0,2
7561,0.71,5,245,2,0,0,2
7562,0.71,3,260,3,0,0,2
7563,0.5,5,229,4,0,0,2
7564,0.95,2,129,5,0,0,2
7565,0.95,3,184,4,0,0,2
7566,0.65,4,204,3,0,0,2
7567,0.94,3,152,2,1,0,2
7568,0.72,4,142,3,0,0,2
7569,0.94,4,136,2,0,0,2
7570,0.79,4,216,4,0,0,2
7571,0.6,3,201,3,0,0,2
7572,0.62,4,163,3,0,0,0
7573,0.94,4,224,5,0,0,1
7574,0.24,4,209,3,0,0,2
7575,0.17,5,257,4,1,0,2
7576,0.66,4,234,4,0,0,2
7577,0.65,3,221,2,0,0,2
7578,0.51,2,186,2,0,0,1
7579,0.41,4,199,3,0,0,1
7580,0.98,3,235,3,0,0,1
7581,0.96,5,211,2,0,0,1
7582,0.55,4,136,4,0,0,1
7583,0.99,4,155,3,0,0,1
7584,0.51,4,269,3,0,0,1
7585,0.74,3,285,3,0,0,1
7586,0.81,5,241,3,0,0,1
7587,0.51,3,180,4,0,0,1
7588,0.53,5,224,2,1,0,1
7589,0.67,6,107,2,1,0,1
7590,0.68,2,167,2,0,0,1
7591,0.69,3,137,3,0,0,1
7592,0.71,4,239,3,0,0,1
7593,0.64,3,239,3,0,0,1
7594,0.62,3,148,2,1,0,1
7595,0.81,4,231,3,1,0,1
7596,0.84,4,179,2,0,0,1
7597,1.0,3,181,2,0,0,1
7598,0.72,5,184,4,1,0,1
7599,0.57,3,207,2,0,0,2
7600,0.73,4,152,4,0,0,2
7601,0.91,4,133,4,0,0,2
7602,0.98,4,178,3,0,0,2
7603,0.58,4,173,3,0,0,2
7604,0.73,2,113,5,1,0,2
7605,0.96,3,236,2,0,0,2
7606,0.57,3,188,5,0,0,2
7607,0.77,3,269,2,0,0,2
7608,0.3,2,203,3,0,0,2
7609,0.85,3,214,3,0,0,2
7610,0.49,2,185,6,0,0,2
7611,0.77,4,265,6,0,0,0
7612,1.0,4,184,4,0,0,1
7613,0.85,3,157,3,0,0,2
7614,0.87,3,258,3,0,0,2
